user_id,date,steps,exercise_time,avg_heart_rate,max_heart_rate,sleep_duration,fatigue_level,relaxation_training,height,weight,age
1,2024-10-07,7456,45,81,123,8.39751840345438,2.3962318,0,175,70,30
1,2024-10-06,11736,65,77,98,5.544812576715234,6.2435661399999995,0,175,70,30
1,2024-10-05,10484,56,83,118,6.865547671756008,1.5126930219999999,0,175,70,30
1,2024-10-04,11671,58,76,124,7.840539656432038,1.0,0,175,70,30
1,2024-10-03,5489,52,76,101,7.261616747823483,3.4512693022,0,175,70,30
1,2024-10-02,5615,54,89,129,7.772726049147996,4.135380790659999,0,175,70,30
1,2024-10-01,11962,70,88,134,6.620920206269105,4.585741167418,0,175,70,30
1,2024-09-30,9016,63,81,109,8.887451454580983,2.9892604292913996,0,175,70,30
1,2024-09-29,10082,34,73,94,8.10820770367952,1.9553522455292198,0,175,70,30
1,2024-09-28,5198,28,69,97,7.312520987268921,6.885531716587906,0,175,70,30
1,2024-09-27,11262,69,75,105,8.747050584706173,3.4611947395292932,0,175,70,30
1,2024-09-26,10412,36,68,107,7.696013375324435,4.126911593517579,0,175,70,30
1,2024-09-25,10596,77,75,105,7.188254095468313,4.584192952008203,0,175,70,30
1,2024-09-24,7643,57,70,109,7.501019484306738,2.9879490449542185,0,175,70,30
1,2024-09-23,11671,70,85,117,8.12194980058079,2.554804008687086,0,175,70,30
1,2024-09-22,10625,52,76,96,8.128690675953779,1.0,0,175,70,30
1,2024-09-21,4784,55,82,115,7.284107367396105,3.555480400868708,0,175,70,30
1,2024-09-20,8499,60,87,115,5.999620134359873,2.3666441202606125,0,175,70,30
1,2024-09-19,11885,34,77,99,5.892678482801039,5.265541276165054,0,175,70,30
1,2024-09-18,10403,69,90,112,7.635972325624485,4.816326794875578,0,175,70,30
1,2024-09-17,10749,50,71,101,7.354525108858012,1.3714521660791787,0,175,70,30
1,2024-09-16,7501,46,72,107,5.238582299129977,3.893068329311311,0,175,70,30
1,2024-09-15,10758,77,90,129,6.075855358068072,4.3050657154013106,0,175,70,30
1,2024-09-14,8582,28,77,102,6.571139250910299,4.080826547551524,0,175,70,30
1,2024-09-13,7085,36,76,114,6.590070735067204,5.854754535805588,0,175,70,30
1,2024-09-12,10043,38,71,116,6.180084868728557,4.564509015496829,0,175,70,30
1,2024-09-11,7296,32,70,92,5.152643806916343,7.954828158229607,1,175,70,30
1,2024-09-10,7786,62,73,100,5.278850618205665,9.442899349018564,1,175,70,30
1,2024-09-09,4363,59,84,124,5.383788531114174,8.42835262052853,1,175,70,30
1,2024-09-08,4074,22,73,100,8.477064329787028,7.672795721060416,1,175,70,30
1,2024-09-07,6558,69,74,120,5.224284446291869,9.744673978370978,1,175,70,30
1,2024-09-06,4213,28,76,123,6.731596267918048,9.690681765617335,1,175,70,30
1,2024-09-05,6589,43,87,119,6.727702197635239,5.081671927522298,1,175,70,30
1,2024-09-04,4297,34,74,94,7.255500014554602,8.493569754818424,1,175,70,30
1,2024-09-03,9991,20,82,106,8.422507129707764,3.656238119197757,1,175,70,30
1,2024-09-02,7489,78,85,127,6.961298034294481,6.746228411241169,0,175,70,30
1,2024-09-01,4858,35,66,115,5.884397105989164,10.0,1,175,70,30
1,2024-08-31,10592,41,83,120,7.404604847666587,3.0746228411241168,0,175,70,30
1,2024-08-30,7905,56,88,111,6.817803201442344,3.122386852337235,0,175,70,30
1,2024-08-29,8182,66,82,122,6.258730786317141,4.244178339813582,0,175,70,30
1,2024-08-28,6175,30,67,104,7.925395301388566,5.785492187177799,0,175,70,30
1,2024-08-27,7078,37,66,109,5.767592392991643,8.160065490134699,1,175,70,30
1,2024-08-26,7061,55,76,118,7.246399182688883,4.226568865758189,0,175,70,30
1,2024-08-25,7095,55,78,127,6.149208071175126,3.283977208740927,0,175,70,30
1,2024-08-24,5869,47,76,107,8.872842553763084,2.607850049198097,0,175,70,30
1,2024-08-23,6665,64,73,94,7.072360814809704,5.910752735633522,0,175,70,30
1,2024-08-22,5154,50,88,114,8.82727918826085,3.2340108256098663,0,175,70,30
1,2024-08-21,10095,44,87,124,6.017712116290911,1.0,0,175,70,30
1,2024-08-20,7609,36,76,120,5.51722246161952,6.623401082560987,0,175,70,30
1,2024-08-19,11997,59,76,105,8.49918240081939,1.0,0,175,70,30
1,2024-08-18,4307,53,79,115,6.944117179358223,3.9623401082560985,0,175,70,30
1,2024-08-17,6762,20,83,119,8.768064609800767,3.68870203247683,0,175,70,30
1,2024-08-16,7098,21,66,107,7.182190124932591,5.7028446205686585,0,175,70,30
1,2024-08-15,7464,78,75,113,5.588574398898795,8.67972358941828,1,175,70,30
1,2024-08-14,6882,74,84,128,8.223319135387333,6.1742015388823495,0,175,70,30
1,2024-08-13,7644,77,85,127,7.274756690992779,7.520232820606533,1,175,70,30
1,2024-08-12,11520,38,68,104,5.731661196210425,7.073490000070194,1,175,70,30
1,2024-08-11,7368,79,84,104,5.095061265547501,9.47407028208171,1,175,70,30
1,2024-08-10,11035,27,83,121,6.632857764825257,5.949570084631532,1,175,70,30
1,2024-08-09,11865,61,76,122,7.301301879687749,5.73227805359763,1,175,70,30
1,2024-08-08,10078,48,87,117,6.382192651668097,1.7146404245424423,0,175,70,30
1,2024-08-07,10260,31,71,110,5.6086582527816145,5.287619932722496,0,175,70,30
1,2024-08-06,5698,46,69,104,8.494462449936723,2.9577500222709934,0,175,70,30
1,2024-08-05,11636,24,82,122,5.883155732663587,5.616086999953548,0,175,70,30
1,2024-08-04,9190,57,71,107,5.35447001122942,3.1806011022131635,0,175,70,30
1,2024-08-03,9718,53,87,115,6.619898091351827,1.0,0,175,70,30
1,2024-08-02,9978,33,82,121,5.271934379511405,4.8180601102213165,0,175,70,30
1,2024-08-01,5764,51,82,102,8.418646584547226,2.745418033066395,0,175,70,30
1,2024-07-31,8504,77,80,124,5.839103622359236,6.1054314209420495,0,175,70,30
1,2024-07-30,5646,39,67,94,5.957976060313194,9.906171229589255,1,175,70,30
1,2024-07-29,9124,63,89,136,6.567510202548002,6.582394510970981,0,175,70,30
1,2024-07-28,6143,31,81,109,5.238286163528981,8.96533547625022,1,175,70,30
1,2024-07-27,10993,64,87,127,5.082485376646599,8.147840093972164,1,175,70,30
1,2024-07-26,8618,54,89,121,8.476316673818687,1.0,0,175,70,30
1,2024-07-25,11464,57,89,127,8.063435579915327,1.0,0,175,70,30
1,2024-07-24,7113,43,74,114,6.670403225509359,1.6,0,175,70,30
1,2024-07-23,6731,36,80,118,5.715689154024744,6.58,0,175,70,30
1,2024-07-22,9361,65,78,113,8.768949341205479,3.334,0,175,70,30
1,2024-07-21,7960,72,79,123,7.988018509853545,6.458200000000001,0,175,70,30
1,2024-07-20,11945,71,75,105,8.916668957452853,3.47086,0,175,70,30
1,2024-07-19,5899,24,70,91,8.293153625064177,5.887078000000001,0,175,70,30
1,2024-07-18,7952,59,82,127,5.441442149717606,5.1132094,0,175,70,30
1,2024-07-17,8403,43,78,116,5.916907768340556,3.3226706200000002,0,175,70,30
1,2024-07-16,9437,35,78,102,8.677321795541076,2.108122126,0,175,70,30
1,2024-07-15,6264,42,73,117,5.323822032014037,3.9647036998000003,0,175,70,30
1,2024-07-14,6093,27,67,99,8.170472184899777,3.80022332254,0,175,70,30
1,2024-07-13,7777,65,83,120,5.430255250185344,8.136537366742,1,175,70,30
1,2024-07-12,9712,55,89,126,5.023584890835481,4.020983542276599,0,175,70,30
1,2024-07-11,4908,34,85,124,7.743396204301222,8.019948799357179,1,175,70,30
1,2024-07-10,7469,39,81,116,5.647911726871578,8.808082994034812,1,175,70,30
1,2024-07-09,4199,44,86,110,7.7485176228303025,6.444419778146161,1,175,70,30
1,2024-07-08,8338,65,80,110,5.342157464290116,7.61413423284733,1,175,70,30
1,2024-07-07,4906,54,75,122,5.222195802017307,7.728682247668815,1,175,70,30
1,2024-07-06,10151,22,75,108,8.373879797944676,3.6800180975853776,0,175,70,30
1,2024-07-05,11089,71,77,115,7.8097462273828775,4.876873654042495,0,175,70,30
1,2024-07-04,5473,23,65,91,8.62317934706082,6.031063905971286,0,175,70,30
1,2024-07-03,10938,74,82,108,8.277205219072219,3.4970065371956354,0,175,70,30
1,2024-07-02,10349,78,81,128,7.212923335171364,4.652208351755819,0,175,70,30
1,2024-07-01,6351,34,69,98,6.904697036456832,5.945363159246309,0,175,70,30
1,2024-06-30,5741,48,85,128,5.677148070280589,7.048829782949474,1,175,70,30
1,2024-06-29,7233,75,77,124,5.706317661561968,9.309185250809472,1,175,70,30
1,2024-06-28,7198,65,87,116,6.117908956762531,8.297638553537789,1,175,70,30
1,2024-06-27,7682,50,84,132,5.501202628574975,6.420210091142284,1,175,70,30
1,2024-06-26,4369,35,75,105,7.92610953313603,8.755826882696464,1,175,70,30
1,2024-06-25,9195,57,71,115,8.603302261557968,1.0,0,175,70,30
1,2024-06-24,4750,42,75,113,5.864882589735048,5.975582688269646,0,175,70,30
1,2024-06-23,5653,48,69,99,5.083982058335089,6.692674806480893,0,175,70,30
1,2024-06-22,6525,66,75,119,5.903639434167106,9.205360710771233,1,175,70,30
1,2024-06-21,11329,66,75,111,7.49109353261542,6.430875693879459,0,175,70,30
1,2024-06-20,8972,25,69,102,7.43747930543087,5.249798779240961,0,175,70,30
1,2024-06-19,9214,42,85,128,6.617303333698887,1.6180272031602343,0,175,70,30
1,2024-06-18,7947,38,83,106,8.954706805886026,3.410388038872166,0,175,70,30
1,2024-06-17,10594,47,80,120,8.570629389732389,1.0,0,175,70,30
1,2024-06-16,11113,55,74,109,5.96422798302006,1.8410388038872165,0,175,70,30
1,2024-06-15,9301,63,79,102,7.261493855938944,3.652311641166165,0,175,70,30
1,2024-06-14,10610,20,67,112,7.5193574605869085,3.6797973727385713,0,175,70,30
1,2024-06-13,9759,73,92,112,6.115043312928117,4.469170375938188,0,175,70,30
1,2024-06-12,8729,57,72,114,8.476425874177844,1.0,0,175,70,30
1,2024-06-11,6608,50,84,124,5.124185904443591,3.7469170375938186,0,175,70,30
1,2024-06-10,8958,22,81,124,6.128317530290326,3.6240751112781457,0,175,70,30
1,2024-06-09,9794,51,86,131,5.567057653131927,2.6619142371428257,0,175,70,30
1,2024-06-08,7378,48,69,107,5.961452532566888,4.160981782270662,0,175,70,30
1,2024-06-07,9092,75,90,137,8.514291554257662,2.714485958395481,0,175,70,30
1,2024-06-06,9728,38,74,102,8.664821213738922,1.8304439657457106,0,175,70,30
1,2024-06-05,10276,42,72,120,6.246335260931155,1.0,0,175,70,30
1,2024-06-04,10292,75,90,119,7.052940352390413,3.483044396574571,0,175,70,30
1,2024-06-03,4227,39,66,96,6.888194888079196,7.144913318972371,1,175,70,30
1,2024-06-02,7149,39,79,120,6.223993803227396,6.6917784353491685,0,175,70,30
1,2024-06-01,8961,66,72,95,5.178815048106056,7.522024862501988,1,175,70,30
1,2024-05-31,5616,71,76,105,7.267924366939172,9.525785302285513,1,175,70,30
1,2024-05-30,5335,55,75,117,6.6240105271246295,6.609938076935852,1,175,70,30
1,2024-05-29,6757,47,87,130,7.462761099742296,4.135559953309307,0,175,70,30
1,2024-05-28,9076,24,65,105,7.487559522652218,4.301661793686377,0,175,70,30
1,2024-05-27,8634,47,84,129,7.759567333568965,1.1040545334368437,0,175,70,30
1,2024-05-26,11184,52,71,101,5.3859539017364355,1.9613825393996909,0,175,70,30
1,2024-05-25,9566,39,72,112,6.864342379598266,3.0988202151635917,0,175,70,30
1,2024-05-24,5827,50,86,130,6.213225971140433,4.125784318489047,0,175,70,30
1,2024-05-23,7849,71,89,130,5.557142895450734,8.147617317063073,1,175,70,30
1,2024-05-22,9914,45,78,113,5.765161057138975,4.056863626967827,0,175,70,30
1,2024-05-21,5562,27,71,98,5.553368793749312,9.831820819796654,1,175,70,30
1,2024-05-20,5002,41,83,119,6.9064140108456815,6.355232608635779,0,175,70,30
1,2024-05-19,11331,64,85,108,8.665725716089874,4.089751864570399,0,175,70,30
1,2024-05-18,8201,36,74,117,6.760844298211287,4.262448820234697,0,175,70,30
1,2024-05-17,9584,36,74,112,7.08502154666866,4.087709832527449,0,175,70,30
1,2024-05-16,11876,78,78,105,8.56235092274488,2.8525578317817044,0,175,70,30
1,2024-05-15,9441,40,84,117,5.062390155954923,2.464538332787256,0,175,70,30
1,2024-05-14,10367,39,78,105,6.81977020129114,3.4246172830143475,0,175,70,30
1,2024-05-13,10057,47,71,106,8.192798594828604,1.0,0,175,70,30
1,2024-05-12,9510,74,75,118,8.486519264865215,1.8424617283014348,0,175,70,30
1,2024-05-11,7584,21,73,119,7.933152973048409,4.852738518490431,0,175,70,30
1,2024-05-10,6729,20,73,99,6.676093346848809,5.8400677283772735,0,175,70,30
1,2024-05-09,11548,54,77,125,5.461288478875472,3.4372941703622253,0,175,70,30
1,2024-05-08,5275,76,80,114,8.80913271003232,6.415195023946395,0,175,70,30
1,2024-05-07,10793,65,80,113,7.450834508180758,5.26828792422014,0,175,70,30
1,2024-05-06,6423,58,71,102,5.889402329491417,5.222005879660681,0,175,70,30
1,2024-05-05,5701,64,79,121,6.0912136808816015,8.693430556320218,1,175,70,30
1,2024-05-04,5328,43,68,113,5.36635134778461,7.930229754862133,1,175,70,30
1,2024-05-03,8203,79,91,139,6.072158945890989,6.248411982090662,0,175,70,30
1,2024-05-02,6277,22,72,103,5.503742451967069,8.667546570113412,1,175,70,30
1,2024-05-01,11666,75,74,96,8.804067625060851,4.425105169243089,1,175,70,30
1,2024-04-30,7639,79,86,127,8.193571401256962,5.194286207784268,0,175,70,30
1,2024-04-29,7657,77,92,126,5.793409046135656,8.600796379259588,1,175,70,30
1,2024-04-28,11106,45,76,123,6.7823573657686484,2.4996675345563033,0,175,70,30
1,2024-04-27,10340,46,78,101,5.66022344784414,2.8099798982928497,0,175,70,30
1,2024-04-26,7482,75,79,121,7.915038067863587,5.892960722943485,0,175,70,30
1,2024-04-25,9753,67,86,134,7.385470779685745,5.048886206712331,0,175,70,30
1,2024-04-24,8290,27,73,106,6.496769833511857,4.503961934308047,0,175,70,30
1,2024-04-23,4368,30,72,99,7.301156587291391,7.856077200963647,1,175,70,30
1,2024-04-22,9852,28,80,125,6.925296752849434,5.207219353719898,0,175,70,30
1,2024-04-21,5263,34,74,111,5.310024106616355,10.0,1,175,70,30
1,2024-04-20,8755,48,81,124,8.864371444335696,1.12072193537199,0,175,70,30
1,2024-04-19,9337,22,83,120,5.980330718239834,5.5362165806115975,0,175,70,30
1,2024-04-18,9981,25,64,99,5.324609334483098,5.972937167720678,0,175,70,30
1,2024-04-17,6326,40,76,103,7.708507230436872,3.545502808377363,0,175,70,30
1,2024-04-16,4194,71,89,130,6.431390727969439,8.260944559285276,1,175,70,30
1,2024-04-15,4056,60,84,133,8.810334134712498,4.032833648623319,0,175,70,30
1,2024-04-14,11967,52,79,117,6.50970738238332,1.4359445505155235,0,175,70,30
1,2024-04-13,11126,32,79,104,8.085190814072291,1.434066730016989,0,175,70,30
1,2024-04-12,10551,73,84,112,6.796674531660563,3.5738144740566486,0,175,70,30
1,2024-04-11,7845,61,91,119,6.323166707366484,6.015551015218693,0,175,70,30
1,2024-04-10,6835,60,82,130,5.555192789370226,5.162046751971273,0,175,70,30
1,2024-04-09,8828,54,74,94,5.847400614333493,3.350169127113251,0,175,70,30
1,2024-04-08,11622,46,73,104,6.971232780764947,1.0,0,175,70,30
1,2024-04-07,10912,59,85,134,7.654731254678894,1.0,0,175,70,30
1,2024-04-06,8052,64,79,128,5.397551921687173,5.199999999999999,0,175,70,30
1,2024-04-05,6952,40,78,106,6.746486065770098,2.86,0,175,70,30
1,2024-04-04,8705,43,87,131,6.642140604088677,1.0,0,175,70,30
1,2024-04-03,7142,26,76,106,5.754731793722074,6.585999999999999,0,175,70,30
1,2024-04-02,4997,72,80,125,5.390688884358184,10.0,1,175,70,30
1,2024-04-01,9805,69,91,129,7.7275849189422265,6.6586,0,175,70,30
1,2024-03-31,11305,66,82,103,5.718814905815715,7.79758,1,175,70,30
1,2024-03-30,8861,43,69,113,7.021529094600094,2.405134,0,175,70,30
1,2024-03-29,8132,54,79,122,8.1184413001364,1.0,0,175,70,30
1,2024-03-28,8812,69,86,108,8.219509107239174,1.7405134,0,175,70,30
1,2024-03-27,5996,52,88,113,6.192703728435936,3.62215402,0,175,70,30
1,2024-03-26,5383,66,75,113,8.056661055686034,6.060697546,0,175,70,30
1,2024-03-25,6518,73,74,104,8.79094360079135,5.1804246658,0,175,70,30
1,2024-03-24,10026,55,86,117,6.642231619471699,1.56019715434,0,175,70,30
1,2024-03-23,5550,22,77,124,6.8066326587287795,6.986101612882,0,175,70,30
1,2024-03-22,11984,60,91,119,5.381598107345223,3.4518501992985997,0,175,70,30
1,2024-03-21,4857,58,71,117,5.299948666458123,6.53416522107778,0,175,70,30
1,2024-03-20,11781,56,75,114,5.654660029905674,3.5054345862531937,0,175,70,30
1,2024-03-19,8107,73,75,106,5.562222773530885,6.505046897983736,0,175,70,30
1,2024-03-18,6766,47,83,129,5.562788386975781,5.302057528020439,0,175,70,30
1,2024-03-17,4280,61,78,100,8.999661074916856,7.0411219482045055,1,175,70,30
1,2024-03-16,7311,61,83,125,8.354550242722642,5.642542337263396,0,175,70,30
1,2024-03-15,8677,41,68,101,7.578473435742286,1.7968748959994696,0,175,70,30
1,2024-03-14,9104,61,89,127,6.13465720039207,4.103316702526181,0,175,70,30
1,2024-03-13,10504,57,74,115,5.910739910759861,2.610682500357801,0,175,70,30
1,2024-03-12,5177,43,86,125,6.67257317021765,4.193536420359958,0,175,70,30
1,2024-03-11,8289,49,71,98,5.570884974099732,2.7191291761437673,0,175,70,30
1,2024-03-10,5420,39,85,129,7.730457291855846,7.235092394879126,1,175,70,30
1,2024-03-09,5331,47,78,125,7.0553179403345645,5.442440636078115,0,175,70,30
1,2024-03-08,6203,51,81,130,5.686426878392789,5.356241430311346,0,175,70,30
1,2024-03-07,4392,79,79,116,5.106682478629677,10.0,1,175,70,30
1,2024-03-06,4680,78,79,105,7.226711426214027,10.0,1,175,70,30
1,2024-03-05,10741,33,78,123,8.179313452925674,4.6,1,175,70,30
1,2024-03-04,6278,66,83,121,8.544022128992186,5.38,1,175,70,30
1,2024-03-03,8739,71,75,120,8.657314339329258,3.274,0,175,70,30
1,2024-03-02,8792,42,68,115,7.526811656573724,1.0,0,175,70,30
1,2024-03-01,11662,27,68,94,8.049751018792218,1.2273999999999998,0,175,70,30
1,2024-02-29,11848,76,78,115,5.656841544651748,5.2682199999999995,0,175,70,30
1,2024-02-28,9478,40,81,111,7.856683757567113,1.1032059999999997,0,175,70,30
1,2024-02-27,9023,40,76,97,5.389934978930803,2.0577837999999997,0,175,70,30
1,2024-02-26,10493,51,75,110,8.565143626163543,1.0,0,175,70,30
1,2024-02-25,8441,49,81,120,5.36799423263614,1.70577838,0,175,70,30
1,2024-02-24,7004,44,87,121,8.73142254591916,1.0,0,175,70,30
1,2024-02-23,11047,56,76,99,5.487167131835161,1.670577838,0,175,70,30
1,2024-02-22,10777,33,70,104,6.653898059747872,3.0011733514,0,175,70,30
1,2024-02-21,6916,55,87,128,8.282177740469901,1.0,0,175,70,30
1,2024-02-20,10472,62,81,105,7.465161810287203,3.6001173351399998,0,175,70,30
1,2024-02-19,8703,65,73,118,7.073708839149123,4.180035200541999,0,175,70,30
1,2024-02-18,9567,66,78,115,5.721732106078058,6.4140222936766,0,175,70,30
1,2024-02-17,8944,53,73,99,7.852628896785512,1.7422102081571795,0,175,70,30
1,2024-02-16,9365,25,73,120,6.529572880695402,3.5640652918148135,0,175,70,30
1,2024-02-15,10380,73,93,119,8.890697527587843,2.4434406083601616,0,175,70,30
1,2024-02-14,9151,61,89,128,5.904233168065677,5.88943871168953,0,175,70,30
1,2024-02-13,5845,75,88,135,7.635369148551357,8.611175674342876,1,175,70,30
1,2024-02-12,5742,35,71,98,6.147594848984697,9.172296573471815,1,175,70,30
1,2024-02-11,8411,22,75,104,6.448541744377294,6.012806539475832,0,175,70,30
1,2024-02-10,4645,72,87,108,7.7685479328301925,9.321071619189931,1,175,70,30
1,2024-02-09,10835,68,90,130,8.3653329011697,4.597602139704563,1,175,70,30
1,2024-02-08,5037,66,77,111,8.800980912201585,7.111387803830362,1,175,70,30
1,2024-02-07,9950,49,71,98,5.1928365002480525,3.793176555119565,0,175,70,30
1,2024-02-06,4642,40,71,97,8.76848324389963,3.049091746918906,0,175,70,30
1,2024-02-05,9682,55,70,92,8.667275161564344,1.0,0,175,70,30
1,2024-02-04,10118,56,89,116,7.854990019872474,1.0,0,175,70,30
1,2024-02-03,10181,26,83,126,8.601207939310463,1.0,0,175,70,30
1,2024-02-02,10633,70,74,96,6.5831778213597545,3.4,0,175,70,30
1,2024-02-01,6836,69,80,112,6.205925903220441,5.92,0,175,70,30
1,2024-01-31,5531,67,80,113,8.268739768851644,6.9159999999999995,0,175,70,30
1,2024-01-30,6376,31,72,94,8.237226098675075,5.0668,0,175,70,30
1,2024-01-29,4855,57,72,97,6.726818762073747,5.21164,0,175,70,30
1,2024-01-28,6582,37,81,121,6.760634107410727,6.2701720000000005,0,175,70,30
1,2024-01-27,9499,34,69,115,7.40604256516152,4.802215599999999,0,175,70,30
1,2024-01-26,11374,61,79,102,5.670202801428336,6.86768188,0,175,70,30
1,2024-01-25,6850,23,75,123,7.855085811448954,6.7405261240000005,0,175,70,30
1,2024-01-24,8593,25,68,93,7.186080325910067,5.108926025200001,0,175,70,30
1,2024-01-23,9112,62,86,116,5.104125989771793,7.00673041996,1,175,70,30
1,2024-01-22,11466,53,81,112,7.134647310279517,2.012911728508,0,175,70,30
1,2024-01-21,8523,51,77,105,8.881777748743769,1.0,0,175,70,30
1,2024-01-20,4120,20,82,121,6.399569646176511,6.5012911728508,0,175,70,30
1,2024-01-19,5235,46,79,125,6.348632824509576,5.050387351855239,0,175,70,30
1,2024-01-18,10614,74,81,126,5.355244619269734,6.9652453228416515,0,175,70,30
1,2024-01-17,7114,51,76,121,8.380109267721899,1.9946123320380194,0,175,70,30
1,2024-01-16,9573,52,81,101,6.602122845207749,1.0,0,175,70,30
1,2024-01-15,5200,21,67,103,7.8485161109640185,6.499461233203801,0,175,70,30
1,2024-01-14,10264,44,71,98,7.52756828463159,1.4498383699611406,0,175,70,30
1,2024-01-13,10049,33,85,127,5.92447679039375,5.284897634308723,0,175,70,30
1,2024-01-12,5188,43,81,105,5.531857175368339,6.530453127288731,0,175,70,30
1,2024-01-11,7193,29,71,119,6.377361005533676,6.687625701617492,0,175,70,30
1,2024-01-10,4540,24,83,126,7.493749692575729,8.65933302321412,1,175,70,30
1,2024-01-09,4469,28,69,116,7.495822603389427,9.266562477125985,1,175,70,30
1,2024-01-08,5987,59,75,119,7.805058986485284,6.6459020454592075,1,175,70,30
1,2024-01-07,5960,42,68,108,5.938716977344786,7.720426861350361,1,175,70,30
1,2024-01-06,6902,76,78,102,5.976659844537739,9.580718262951027,1,175,70,30
1,2024-01-05,6747,67,91,113,8.432891072460588,6.646258165020344,1,175,70,30
1,2024-01-04,8177,20,76,110,5.582526900893333,7.151949275801206,1,175,70,30
1,2024-01-03,9249,69,74,112,7.233258587120135,5.810210599242396,1,175,70,30
1,2024-01-02,5641,27,75,117,6.890989656422986,8.45825810735284,1,175,70,30
1,2024-01-01,9125,49,76,125,8.973875635716853,1.0,0,175,70,30
1,2023-12-31,5144,79,90,136,7.585727310823792,7.745825810735283,1,175,70,30
1,2023-12-30,5772,54,84,106,6.145433524389477,5.423747743220584,0,175,70,30
1,2023-12-29,4311,56,74,106,8.386818457680919,3.6017069040397036,0,175,70,30
1,2023-12-28,5350,51,72,121,7.133454537556113,4.622886845533969,0,175,70,30
1,2023-12-27,9593,39,82,110,6.465133700557476,4.147036744064161,0,175,70,30
1,2023-12-26,10527,60,81,123,7.2876426652762785,1.1063997077726453,0,175,70,30
1,2023-12-25,8791,79,90,135,5.4488106582657645,5.546623586738209,0,175,70,30
1,2023-12-24,9553,52,87,123,5.743386183403626,2.9746270467987275,0,175,70,30
1,2023-12-23,8356,79,92,118,6.656204739838781,4.447050472713439,0,175,70,30
1,2023-12-22,8074,33,67,109,7.833506430185492,4.031577846493905,0,175,70,30
1,2023-12-21,5005,46,70,101,8.150948207560761,2.8541784012195155,0,175,70,30
1,2023-12-20,6733,26,72,101,8.832001297288944,3.659411305015245,0,175,70,30
1,2023-12-19,8873,22,76,103,5.128936573706376,5.583241231626525,0,175,70,30
1,2023-12-18,6702,67,75,98,7.051744951514854,6.840913499989482,0,175,70,30
1,2023-12-17,10378,58,86,108,8.364447884895695,1.0,0,175,70,30
1,2023-12-16,6383,41,76,99,5.8995705566419,3.9840913499989483,0,175,70,30
1,2023-12-15,9378,41,87,131,5.793914106643028,2.4952274049996848,0,175,70,30
1,2023-12-14,11430,59,86,108,8.225267048175755,1.0,0,175,70,30
1,2023-12-13,7113,29,79,118,8.943333438161382,2.949522740499968,0,175,70,30
1,2023-12-12,4185,45,80,100,8.993317195278117,2.18485682214999,0,175,70,30
1,2023-12-11,4614,68,76,101,8.902433313506153,5.7504093206949936,0,175,70,30
1,2023-12-10,10171,73,92,120,8.354239606103803,3.143608478423497,0,175,70,30
1,2023-12-09,11308,29,78,123,8.845465405193785,2.1181234755965486,0,175,70,30
1,2023-12-08,9947,58,72,110,7.772709336635852,1.0,0,175,70,30
1,2023-12-07,11484,48,86,131,6.300910144370616,1.0,0,175,70,30
1,2023-12-06,9576,37,70,101,7.187684980743556,2.8,0,175,70,30
1,2023-12-05,4332,73,86,107,7.257807860828265,7.539999999999999,1,175,70,30
1,2023-12-04,10413,42,69,104,5.264191287118075,3.7419999999999995,0,175,70,30
1,2023-12-03,9015,67,86,113,8.071226258584835,3.0765999999999996,0,175,70,30
1,2023-12-02,10635,66,91,118,8.522717679340971,2.4971799999999997,0,175,70,30
